Customer Key,First Name,Last Name,Full Name,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,EduLevel,Occupation,DateFirstPurchase,CommuteDistance,CustomerCity,CustomerCountry
12349,Lacey,Yuan,Lacey Yuan,1980-01-23,S,Female,90000,0,Bachelors,Professional,2019-12-29,10+ Miles,Silverwater,Australia
12350,Logan,Hernandez,Logan Hernandez,1984-02-22,M,Male,90000,0,Bachelors,Professional,2020-01-06,10+ Miles,Geelong,Australia
12351,Cara,Zhang,Cara Zhang,1984-09-28,M,Female,100000,0,High School,Management,2021-06-23,10+ Miles,Sunbury,Australia
12352,Ramon,Zhang,Ramon Zhang,1978-09-02,M,Male,100000,0,High School,Management,2021-09-28,10+ Miles,North Sydney,Australia
12353,Joe,Ramos,Joe Ramos,1984-10-16,M,Male,110000,0,Partial College,Management,2020-01-25,10+ Miles,Hawthorne,Australia
12354,Lance,Ortega,Lance Ortega,1984-08-03,M,Male,110000,0,Partial College,Management,2020-01-03,10+ Miles,Geelong,Australia
12355,Monique,Ortega,Monique Ortega,1984-03-19,S,Female,120000,0,Partial High School,Professional,2019-12-29,10+ Miles,Wollongong,Australia
12356,Julia,Wood,Julia Wood,1977-02-18,S,Female,90000,0,Bachelors,Professional,2020-01-09,10+ Miles,Port Macquarie,Australia
12357,Susan,Lu,Susan Lu,1982-04-03,S,Female,100000,0,High School,Management,2021-10-29,10+ Miles,Findon,Australia
12358,Lacey,Raje,Lacey Raje,1975-08-26,M,Female,100000,0,Partial High School,Professional,2020-01-28,10+ Miles,Milsons Point,Australia
12359,Veronica,Raman,Veronica Raman,1975-08-19,M,Female,130000,5,Graduate Degree,Professional,2021-09-11,0-1 Miles,Milsons Point,Australia
12360,Mario,Goel,Mario Goel,1977-01-22,S,Male,130000,0,Partial College,Management,2020-01-16,0-1 Miles,North Sydney,Australia
12361,Dana,Diaz,Dana Diaz,1982-03-28,M,Female,160000,4,Partial High School,Management,2021-09-18,10+ Miles,East Brisbane,Australia
12362,Thomas,Harrison,Thomas Harrison,1952-07-02,S,Male,90000,5,Bachelors,Management,2019-12-04,5-10 Miles,Lemon Grove,United States
12363,Kayla,Thompson,Kayla Thompson,1947-06-24,M,Female,110000,2,Graduate Degree,Management,2021-03-29,2-5 Miles,Langford,Canada
12364,Erin,Rogers,Erin Rogers,1947-04-27,M,Female,130000,2,Bachelors,Management,2019-12-26,2-5 Miles,Port Orchard,United States
12365,Alex,Evans,Alex Evans,1953-02-08,M,Male,80000,5,Bachelors,Management,2021-04-01,1-2 Miles,Bremerton,United States
12366,Stephanie,Cox,Stephanie Cox,1948-01-07,M,Female,80000,5,Bachelors,Management,2021-04-11,5-10 Miles,Ballard,United States
12367,Trinity,Townsend,Trinity Townsend,1979-02-19,S,Female,10000,0,Partial High School,Manual,2021-02-10,0-1 Miles,Leeds,United Kingdom
12368,Rodney,Rubio,Rodney Rubio,1978-12-20,S,Male,10000,0,Partial High School,Manual,2021-11-27,1-2 Miles,Metz,France
12369,Terrence,Lal,Terrence Lal,1969-04-04,S,Male,60000,4,Bachelors,Professional,2021-09-25,0-1 Miles,Melton,Australia
12370,Preston,Perez,Preston Perez,1968-12-24,M,Male,60000,3,Bachelors,Professional,2021-02-10,5-10 Miles,Silverwater,Australia
12371,Stefanie,Subram,Stefanie Subram,1968-08-13,S,Female,60000,3,Bachelors,Professional,2021-07-01,5-10 Miles,Rhodes,Australia
12372,Darren,Prasad,Darren Prasad,1969-03-17,S,Male,60000,3,Bachelors,Professional,2021-03-22,0-1 Miles,East Brisbane,Australia
12373,Isaac,Gray,Isaac Gray,1985-08-02,S,Male,30000,0,Partial College,Clerical,2019-06-27,2-5 Miles,Versailles,France
12374,Marie,Kapoor,Marie Kapoor,1985-09-25,S,Female,20000,0,Partial High School,Manual,2021-02-07,0-1 Miles,Croix,France
12375,Jarrod,Raman,Jarrod Raman,1985-08-23,S,Male,20000,0,Partial High School,Manual,2022-01-11,1-2 Miles,Cergy,France
12376,Holly,Perez,Holly Perez,1985-09-29,S,Female,20000,0,Partial High School,Manual,2021-05-10,1-2 Miles,London,United Kingdom
12377,Christopher,Miller,Christopher Miller,1985-09-11,S,Male,20000,0,Partial High School,Manual,2021-06-24,1-2 Miles,Bottrop,Germany
12378,Brianna,Sanchez,Brianna Sanchez,1985-02-16,S,Female,30000,0,Partial College,Clerical,2020-08-07,2-5 Miles,Ingolstadt,Germany
12379,Bridget,Chande,Bridget Chande,1984-02-16,S,Female,30000,0,Partial College,Clerical,2021-04-21,2-5 Miles,Hamburg,Germany
12380,Omar,Yuan,Omar Yuan,1979-09-04,S,Male,30000,0,High School,Manual,2020-06-04,2-5 Miles,Billericay,United Kingdom
12381,Johnny,Lal,Johnny Lal,1985-02-13,M,Male,40000,1,Bachelors,Skilled Manual,2020-06-19,1-2 Miles,London,United Kingdom
12382,Tamara,Chen,Tamara Chen,1983-11-08,S,Female,20000,0,Partial High School,Manual,2020-06-28,1-2 Miles,London,United Kingdom
12383,Albert,Gomez,Albert Gomez,1978-10-18,S,Male,30000,0,High School,Manual,2019-05-31,1-2 Miles,Paris,France
12384,Jacquelyn,Gutierrez,Jacquelyn Gutierrez,1979-03-31,M,Female,40000,1,Bachelors,Skilled Manual,2020-08-16,0-1 Miles,Kiel,Germany
12385,Tara,Raji,Tara Raji,1978-09-24,M,Female,40000,1,Bachelors,Skilled Manual,2020-06-01,0-1 Miles,Berks,United Kingdom
12386,Katherine,Perry,Katherine Perry,1977-10-06,S,Female,20000,0,Partial High School,Manual,2020-08-02,1-2 Miles,Erlangen,Germany
12387,Meredith,Vazquez,Meredith Vazquez,1983-12-24,S,Female,30000,0,High School,Manual,2021-09-21,2-5 Miles,Villeneuve-d'Ascq,France
12388,Casey,Kumar,Casey Kumar,1978-01-16,S,Female,30000,0,High School,Manual,2020-08-12,1-2 Miles,Kiel,Germany
12389,Albert,Jiménez,Albert Jiménez,1978-01-03,S,Male,30000,0,High School,Manual,2021-11-13,2-5 Miles,Colombes,France
12390,Denise,Martinez,Denise Martinez,1983-09-14,S,Female,40000,1,Partial College,Clerical,2020-08-05,0-1 Miles,Berlin,Germany
12391,Olivia,Kelly,Olivia Kelly,1983-02-20,S,Female,40000,2,Partial College,Clerical,2020-06-24,1-2 Miles,Kirkby,United Kingdom
12392,Nichole,Nath,Nichole Nath,1977-01-22,S,Female,10000,0,Partial High School,Manual,2021-01-28,0-1 Miles,Esher-Molesey,United Kingdom
12393,Brenda,Sai,Brenda Sai,1977-01-12,S,Female,20000,0,Partial High School,Manual,2021-09-27,0-1 Miles,Saint-Denis,France
12394,Erika,Serrano,Erika Serrano,1982-03-09,S,Female,20000,0,Partial High School,Manual,2020-06-16,1-2 Miles,Liverpool,United Kingdom
12395,Kyle,Carter,Kyle Carter,1982-04-21,S,Male,30000,0,High School,Manual,2019-06-19,2-5 Miles,Chatou,France
12396,Susan,Yang,Susan Yang,1976-10-11,S,Female,30000,0,High School,Manual,2021-10-15,2-5 Miles,Hof,Germany
12397,Shaun,Chapman,Shaun Chapman,1975-09-11,S,Male,40000,2,Partial College,Clerical,2020-08-23,1-2 Miles,Poing,Germany
12398,Ashley,Clark,Ashley Clark,1977-01-08,S,Female,40000,2,Partial College,Clerical,2019-06-17,0-1 Miles,Lille,France
12399,Henry,Chapman,Henry Chapman,1977-03-11,S,Male,40000,2,Partial College,Clerical,2021-08-23,1-2 Miles,Braunschweig,Germany
12400,Andy,Martin,Andy Martin,1977-05-11,S,Male,40000,2,Partial College,Clerical,2021-08-09,1-2 Miles,Essen,Germany
12401,Kimberly,Rivera,Kimberly Rivera,1982-05-05,S,Female,40000,2,Partial College,Clerical,2021-09-19,1-2 Miles,Hof,Germany
12402,Albert,Moreno,Albert Moreno,1976-09-11,S,Male,40000,2,Partial College,Clerical,2020-06-08,0-1 Miles,London,United Kingdom
12403,Henry,Young,Henry Young,1976-12-15,S,Male,40000,2,Partial College,Clerical,2021-11-20,1-2 Miles,Watford,United Kingdom
12404,Krystal,Liang,Krystal Liang,1982-08-06,S,Female,40000,2,Partial College,Clerical,2020-07-22,0-1 Miles,York,United Kingdom
12405,Cole,Sanchez,Cole Sanchez,1976-03-18,S,Male,40000,2,Partial College,Clerical,2022-01-07,1-2 Miles,Newcastle upon Tyne,United Kingdom
12406,Ross,Gutierrez,Ross Gutierrez,1975-07-22,S,Male,50000,0,Graduate Degree,Skilled Manual,2021-12-16,1-2 Miles,Grevenbroich,Germany
12407,Shawn,Raji,Shawn Raji,1981-08-23,S,Male,50000,0,Graduate Degree,Skilled Manual,2021-10-26,1-2 Miles,Berlin,Germany
12408,Jon,Lu,Jon Lu,1975-08-05,S,Male,50000,0,Graduate Degree,Skilled Manual,2021-09-30,1-2 Miles,Saarlouis,Germany
12409,Savannah,Hill,Savannah Hill,1980-09-19,S,Female,40000,3,Partial College,Clerical,2021-05-20,1-2 Miles,Santa Cruz,United States
12410,Mariah,Richardson,Mariah Richardson,1981-06-04,S,Female,40000,3,Partial College,Clerical,2021-04-05,1-2 Miles,Beverly Hills,United States
12411,Kevin,Alexander,Kevin Alexander,1981-03-31,S,Male,40000,3,Partial College,Clerical,2021-06-30,0-1 Miles,Concord,United States
12412,Mackenzie,Wright,Mackenzie Wright,1936-04-18,M,Female,50000,1,Graduate Degree,Skilled Manual,2021-10-25,1-2 Miles,Downey,United States
12413,James,Gonzales,James Gonzales,1977-03-03,S,Male,60000,0,Graduate Degree,Skilled Manual,2021-06-20,1-2 Miles,Olympia,United States
12414,Ethan,Lal,Ethan Lal,1971-12-19,S,Male,60000,0,Graduate Degree,Skilled Manual,2021-05-27,1-2 Miles,Oregon City,United States
12415,Brianna,Richardson,Brianna Richardson,1972-05-01,S,Female,60000,0,Graduate Degree,Skilled Manual,2021-11-22,0-1 Miles,W. Linn,United States
12416,Veronica,Martinez,Veronica Martinez,1983-02-07,S,Female,60000,0,Graduate Degree,Skilled Manual,2021-06-29,1-2 Miles,Bellflower,United States
12417,Alexis,Bryant,Alexis Bryant,1977-11-21,S,Female,60000,0,Graduate Degree,Skilled Manual,2022-01-05,0-1 Miles,Chula Vista,United States
12418,Robert,Hernandez,Robert Hernandez,1959-04-23,S,Male,20000,2,High School,Manual,2019-12-21,1-2 Miles,Corvallis,United States
12419,Destiny,Bell,Destiny Bell,1958-12-03,M,Female,30000,1,Bachelors,Skilled Manual,2021-06-10,5-10 Miles,Bremerton,United States
12420,Spencer,Hayes,Spencer Hayes,1959-02-17,M,Male,30000,1,Bachelors,Skilled Manual,2021-03-15,2-5 Miles,Milwaukie,United States
12421,Cameron,Hughes,Cameron Hughes,1964-03-08,M,Male,30000,1,Bachelors,Skilled Manual,2021-03-12,5-10 Miles,Newport Beach,United States
12422,Hailey,Evans,Hailey Evans,1959-04-22,M,Female,30000,1,Bachelors,Skilled Manual,2021-10-13,5-10 Miles,Marysville,United States
12423,Sarah,Thompson,Sarah Thompson,1970-10-19,S,Female,20000,3,Partial High School,Clerical,2019-12-19,1-2 Miles,Olympia,United States
12424,Rebecca,Mitchell,Rebecca Mitchell,1965-09-20,M,Female,30000,1,High School,Manual,2021-08-25,5-10 Miles,Sedro Woolley,United States
12425,Brandon,White,Brandon White,1959-09-02,M,Male,30000,1,High School,Clerical,2021-11-17,5-10 Miles,Walla Walla,United States
12426,Cody,Cox,Cody Cox,1960-03-22,M,Male,40000,1,Partial College,Clerical,2021-11-05,0-1 Miles,Lakewood,United States
12427,Kimberly,Stewart,Kimberly Stewart,1959-08-08,M,Female,40000,1,Partial College,Clerical,2021-06-04,0-1 Miles,San Diego,United States
12428,Sean,Morris,Sean Morris,1960-08-06,M,Male,40000,1,Partial College,Clerical,2021-10-26,1-2 Miles,San Gabriel,United States
12429,Melvin,Black,Melvin Black,1961-05-26,M,Male,40000,1,Partial College,Clerical,2021-03-05,1-2 Miles,Concord,United States
12430,Kaitlyn,Thompson,Kaitlyn Thompson,1960-09-28,M,Female,40000,1,Partial College,Clerical,2021-04-20,1-2 Miles,Sooke,Canada
12431,Wyatt,Thomas,Wyatt Thomas,1960-09-17,M,Male,40000,1,Partial College,Clerical,2021-03-21,1-2 Miles,Sooke,Canada
12432,Nathan,Clark,Nathan Clark,1961-01-21,M,Male,40000,1,Partial College,Clerical,2021-10-26,1-2 Miles,Glendale,United States
12433,Antonio,Price,Antonio Price,1966-07-16,M,Male,40000,1,Partial College,Clerical,2021-03-30,1-2 Miles,San Gabriel,United States
12434,Thomas,Kumar,Thomas Kumar,1960-09-05,M,Male,40000,1,Partial College,Clerical,2021-11-20,1-2 Miles,Tacoma,United States
12435,Christy,Zhou,Christy Zhou,1961-04-08,M,Female,40000,1,Partial College,Clerical,2019-12-04,0-1 Miles,Bell Gardens,United States
12436,Albert,Diaz,Albert Diaz,1960-12-15,M,Male,40000,1,Partial College,Clerical,2021-06-16,0-1 Miles,Burien,United States
12437,Jeremy,Young,Jeremy Young,1971-12-09,M,Male,40000,1,Partial College,Clerical,2019-12-13,0-1 Miles,Salem,United States
12438,Bailey,Rogers,Bailey Rogers,1966-10-15,S,Female,80000,5,Graduate Degree,Skilled Manual,2019-12-09,1-2 Miles,Colma,United States
12439,Megan,Bennett,Megan Bennett,1961-11-23,M,Female,40000,1,Partial College,Clerical,2021-03-25,0-1 Miles,Beaverton,United States
12440,Francisco,Chandra,Francisco Chandra,1962-04-11,M,Male,40000,1,Partial College,Clerical,2019-11-29,0-1 Miles,Burbank,United States
12441,Trevor,Simmons,Trevor Simmons,1963-05-21,M,Male,40000,1,Partial College,Clerical,2019-12-03,1-2 Miles,Berkeley,United States
12442,Allison,Richardson,Allison Richardson,1963-02-01,M,Female,40000,1,Partial College,Clerical,2019-11-30,0-1 Miles,Burbank,United States
12443,Garrett,James,Garrett James,1962-11-19,M,Male,40000,1,Partial College,Clerical,2022-01-18,1-2 Miles,Burbank,United States
12444,Mackenzie,Phillips,Mackenzie Phillips,1962-10-20,M,Female,40000,1,Partial College,Clerical,2021-03-03,1-2 Miles,Metchosin,Canada
12445,Cameron,Taylor,Cameron Taylor,1962-09-24,M,Male,40000,1,Partial College,Clerical,2021-08-08,1-2 Miles,Oregon City,United States
12446,Jasmine,Hall,Jasmine Hall,1963-01-31,M,Female,40000,1,Partial College,Clerical,2019-12-08,1-2 Miles,La Jolla,United States
12447,Carson,Hayes,Carson Hayes,1963-04-23,M,Male,40000,1,Partial College,Clerical,2021-05-03,1-2 Miles,Port Hammond,Canada
12448,Hailey,Cox,Hailey Cox,1974-11-13,S,Female,60000,4,Graduate Degree,Skilled Manual,2019-12-26,0-1 Miles,Lebanon,United States
12449,Dylan,Brown,Dylan Brown,1963-09-06,S,Male,60000,4,Graduate Degree,Skilled Manual,2021-06-10,1-2 Miles,Port Hammond,Canada
12450,Cody,Cook,Cody Cook,1964-03-22,M,Male,60000,4,Graduate Degree,Skilled Manual,2019-12-24,0-1 Miles,Imperial Beach,United States
12451,Anna,Simmons,Anna Simmons,1964-02-07,S,Female,60000,4,Graduate Degree,Skilled Manual,2021-06-20,1-2 Miles,Vancouver,Canada
12452,Sean,Sanchez,Sean Sanchez,1964-05-23,M,Male,60000,4,Graduate Degree,Skilled Manual,2019-12-21,1-2 Miles,Spokane,United States
12453,Madison,Bennett,Madison Bennett,1963-11-07,S,Female,60000,4,Graduate Degree,Skilled Manual,2021-05-20,1-2 Miles,W. Linn,United States
12454,Samuel,Griffin,Samuel Griffin,1964-08-29,M,Male,60000,4,Graduate Degree,Skilled Manual,2021-04-08,1-2 Miles,Bremerton,United States
12455,Benjamin,Lewis,Benjamin Lewis,1964-10-07,M,Male,60000,4,Graduate Degree,Skilled Manual,2021-11-17,1-2 Miles,Mill Valley,United States
12456,Thomas,Chen,Thomas Chen,1965-02-12,M,Male,60000,4,Graduate Degree,Skilled Manual,2022-01-16,1-2 Miles,Burien,United States
12457,Misty,Rai,Misty Rai,1965-03-01,S,Female,60000,4,Graduate Degree,Skilled Manual,2021-04-04,1-2 Miles,Beaverton,United States
12458,Veronica,Sanchez,Veronica Sanchez,1973-11-24,M,Female,30000,1,Bachelors,Clerical,2021-09-04,1-2 Miles,Bottrop,Germany
12459,Stefanie,Rodriguez,Stefanie Rodriguez,1974-03-13,S,Female,30000,1,Bachelors,Clerical,2020-07-02,1-2 Miles,Milton Keynes,United Kingdom
12460,Dominique,Malhotra,Dominique Malhotra,1974-05-23,S,Female,30000,1,Bachelors,Clerical,2020-07-25,1-2 Miles,London,United Kingdom
12461,Ruth,Suri,Ruth Suri,1979-02-24,M,Female,40000,0,Graduate Degree,Clerical,2020-08-15,0-1 Miles,Hamburg,Germany
12462,Levi,Suri,Levi Suri,1973-12-09,M,Male,40000,0,Graduate Degree,Clerical,2020-09-07,0-1 Miles,Sulzbach Taunus,Germany
12463,Todd,Huang,Todd Huang,1974-05-23,M,Male,40000,0,Graduate Degree,Clerical,2020-07-06,0-1 Miles,Cheltenham,United Kingdom
12464,Jared,Cook,Jared Cook,1973-04-13,S,Male,10000,3,High School,Manual,2019-07-23,0-1 Miles,Bobigny,France
12465,Cassandra,Patel,Cassandra Patel,1978-02-19,M,Female,20000,1,Partial College,Manual,2021-03-30,2-5 Miles,Gloucestershire,United Kingdom
12466,Willie,He,Willie He,1972-10-23,M,Male,20000,1,Partial College,Manual,2021-03-19,2-5 Miles,Drancy,France
12467,Jennifer,Jones,Jennifer Jones,1983-10-01,S,Female,20000,1,Partial College,Manual,2021-04-21,0-1 Miles,Paris,France
12468,Wayne,Nath,Wayne Nath,1978-10-21,M,Male,30000,1,Bachelors,Clerical,2019-07-12,2-5 Miles,Paris,France
12469,Shane,Srini,Shane Srini,1972-02-18,M,Male,20000,1,High School,Manual,2021-09-19,2-5 Miles,Paderborn,Germany
12470,Barbara,He,Barbara He,1971-08-06,M,Female,20000,1,High School,Manual,2021-11-23,2-5 Miles,Berlin,Germany
12471,Lacey,Zeng,Lacey Zeng,1972-11-10,M,Female,40000,0,Bachelors,Clerical,2021-03-16,0-1 Miles,Bottrop,Germany
12472,Jeffery,Zhang,Jeffery Zhang,1977-09-05,M,Male,30000,1,Bachelors,Clerical,2021-08-09,2-5 Miles,Colombes,France
12473,Sergio,Sai,Sergio Sai,1972-05-14,M,Male,30000,1,Bachelors,Skilled Manual,2020-07-11,0-1 Miles,York,United Kingdom
12474,Tammy,Chandra,Tammy Chandra,1977-12-18,M,Female,30000,1,Bachelors,Skilled Manual,2019-07-22,0-1 Miles,Cergy,France
12475,Logan,Carter,Logan Carter,1970-09-22,S,Male,10000,4,Partial High School,Manual,2020-09-03,0-1 Miles,Solingen,Germany
12476,Rodney,Jimenez,Rodney Jimenez,1981-08-02,S,Male,20000,2,High School,Manual,2021-10-09,0-1 Miles,Milton Keynes,United Kingdom
12477,Robin,Gill,Robin Gill,1971-06-22,M,Female,20000,2,High School,Manual,2021-12-09,0-1 Miles,Paris,France
12478,Ruben,Mehta,Ruben Mehta,1970-08-17,S,Male,20000,2,High School,Manual,2021-12-30,0-1 Miles,Bottrop,Germany
12479,Priscilla,Tang,Priscilla Tang,1970-11-09,M,Female,30000,1,Bachelors,Skilled Manual,2020-09-04,0-1 Miles,Frankfurt,Germany
12480,Meredith,Alvarez,Meredith Alvarez,1980-10-10,S,Female,10000,5,Partial High School,Manual,2019-07-10,0-1 Miles,Lille,France
12481,Victor,Diaz,Victor Diaz,1970-03-07,S,Male,10000,5,Partial High School,Manual,2021-03-08,0-1 Miles,Berlin,Germany
12482,Jerome,Browning,Jerome Browning,1969-09-03,S,Male,10000,3,Partial High School,Manual,2021-12-25,0-1 Miles,Orly,France
12483,Amanda,Perez,Amanda Perez,1969-10-02,S,Female,20000,2,High School,Manual,2019-07-04,0-1 Miles,Roubaix,France
12484,Lori,Suarez,Lori Suarez,1975-03-31,S,Female,20000,2,High School,Manual,2020-09-24,0-1 Miles,Hamburg,Germany
12485,Veronica,Subram,Veronica Subram,1975-03-22,S,Female,20000,3,High School,Manual,2019-07-12,0-1 Miles,Colomiers,France
12486,Kristen,Ye,Kristen Ye,1980-08-05,S,Female,20000,3,High School,Manual,2020-07-19,0-1 Miles,West Sussex,United Kingdom
12487,Willie,Zhu,Willie Zhu,1975-04-03,S,Male,20000,3,High School,Manual,2020-09-14,0-1 Miles,Salzgitter,Germany
12488,Jay,Garcia,Jay Garcia,1968-11-08,S,Male,20000,3,High School,Manual,2021-09-20,0-1 Miles,Saint Germain en Laye,France
12489,Wayne,Rai,Wayne Rai,1977-10-21,M,Male,40000,0,Bachelors,Professional,2021-03-20,0-1 Miles,Les Ulis,France
12490,Trisha,He,Trisha He,1972-01-25,M,Female,40000,0,Bachelors,Professional,2021-03-18,0-1 Miles,Paris,France
12491,Alvin,Huang,Alvin Huang,1971-08-06,M,Male,40000,0,Bachelors,Professional,2021-08-02,0-1 Miles,Oxford,United Kingdom
12492,Brittany,Price,Brittany Price,1972-03-03,S,Female,60000,0,Graduate Degree,Skilled Manual,2020-07-13,0-1 Miles,Stoke-on-Trent,United Kingdom
12493,Dwayne,Vazquez,Dwayne Vazquez,1970-12-21,M,Male,40000,0,Bachelors,Professional,2021-05-15,0-1 Miles,Ingolstadt,Germany
12494,Abby,Sandberg,Abby Sandberg,1975-08-15,M,Female,30000,2,Partial College,Clerical,2019-07-01,0-1 Miles,Versailles,France
12495,Lucas,Miller,Lucas Miller,1969-09-12,S,Male,30000,2,Partial College,Clerical,2020-09-18,0-1 Miles,Frankfurt,Germany
12496,Melanie,Cox,Melanie Cox,1980-07-18,M,Female,40000,1,Bachelors,Skilled Manual,2021-08-20,0-1 Miles,Gateshead,United Kingdom
12497,Ashlee,Kumar,Ashlee Kumar,1969-03-21,M,Female,40000,1,Bachelors,Skilled Manual,2021-07-01,0-1 Miles,Saarbrücken,Germany
12498,Eduardo,Diaz,Eduardo Diaz,1979-10-14,M,Male,40000,1,Bachelors,Skilled Manual,2021-06-29,0-1 Miles,Hamburg,Germany
12499,Heather,Wang,Heather Wang,1984-02-01,S,Female,20000,0,High School,Manual,2020-09-13,2-5 Miles,München,Germany
12500,Kathleen,Vazquez,Kathleen Vazquez,1984-08-12,S,Female,30000,3,Partial College,Clerical,2020-09-01,0-1 Miles,Offenbach,Germany
12501,Cory,Sai,Cory Sai,1985-03-12,S,Male,30000,3,Partial College,Clerical,2020-09-28,0-1 Miles,Solingen,Germany
12502,Darren,Sanchez,Darren Sanchez,1985-05-17,S,Male,30000,3,Partial College,Clerical,2021-02-03,0-1 Miles,Oxon,United Kingdom
12503,Casey,Shen,Casey Shen,1985-02-16,S,Female,30000,3,Partial College,Clerical,2021-02-15,0-1 Miles,York,United Kingdom
12504,Arthur,Gutierrez,Arthur Gutierrez,1968-08-19,M,Male,40000,1,Bachelors,Skilled Manual,2021-04-25,0-1 Miles,Gloucestershire,United Kingdom
12505,Dalton,Martin,Dalton Martin,1968-08-02,M,Male,40000,1,Bachelors,Skilled Manual,2021-03-01,0-1 Miles,Stoke-on-Trent,United Kingdom
12506,Preston,Sanchez,Preston Sanchez,1968-12-29,M,Male,40000,1,Bachelors,Skilled Manual,2021-02-11,0-1 Miles,West Sussex,United Kingdom
12507,Ian,Bell,Ian Bell,1973-09-22,M,Male,30000,1,Partial College,Clerical,2021-04-11,0-1 Miles,Solingen,Germany
12508,Nichole,Anand,Nichole Anand,1968-01-29,M,Female,40000,1,Bachelors,Skilled Manual,2021-05-31,0-1 Miles,Bury,United Kingdom
12509,Marc,Ferrier,Marc Ferrier,1967-08-19,M,Male,40000,1,Bachelors,Skilled Manual,2021-02-21,0-1 Miles,Drancy,France
12510,Roberto,Sanz,Roberto Sanz,1968-05-19,M,Male,40000,1,Bachelors,Skilled Manual,2019-08-27,0-1 Miles,Lieusaint,France
